Season,DayNum,T2_TeamID,T2_Score,T1_TeamID,T1_Score,NumOT,T2_FGM,T2_FGA,T2_FGM3,T2_FGA3,T2_FTM,T2_FTA,T2_OR,T2_DR,T2_Ast,T2_TO,T2_Stl,T2_Blk,T2_PF,T1_FGM,T1_FGA,T1_FGM3,T1_FGA3,T1_FTM,T1_FTA,T1_OR,T1_DR,T1_Ast,T1_TO,T1_Stl,T1_Blk,T1_PF,PointDiff,Label,T1_seed,T2_seed,Seed_diff
2014,136,1328,75,1295,80,1,22.22222222222222,64.0,10.666666666666666,26.666666666666668,11.555555555555555,16.0,16.0,16.88888888888889,12.444444444444445,8.88888888888889,4.444444444444445,2.6666666666666665,14.22222222222222,24.0,45.333333333333336,5.333333333333333,12.444444444444445,17.77777777777778,19.55555555555556,5.333333333333333,28.444444444444443,10.666666666666666,13.333333333333334,4.444444444444445,5.333333333333333,17.77777777777778,5,1,12,5,-7
2014,136,1140,68,1332,87,0,20.0,61.0,5.0,19.0,23.0,30.0,12.0,20.0,14.0,9.0,4.0,0.0,25.0,27.0,54.0,2.0,13.0,31.0,38.0,8.0,29.0,21.0,8.0,4.0,4.0,22.0,19,1,7,10,3
2014,136,1160,48,1338,77,0,15.0,42.0,4.0,16.0,14.0,18.0,7.0,22.0,5.0,17.0,2.0,0.0,12.0,31.0,61.0,4.0,14.0,11.0,12.0,9.0,24.0,18.0,3.0,12.0,3.0,13.0,29,1,9,8,-1
2014,136,1308,69,1361,73,1,23.11111111111111,57.77777777777778,4.444444444444445,14.22222222222222,10.666666666666666,17.77777777777778,12.444444444444445,24.0,11.555555555555555,11.555555555555555,3.555555555555556,3.555555555555556,19.55555555555556,20.444444444444443,52.44444444444444,5.333333333333333,15.11111111111111,18.666666666666668,24.0,8.88888888888889,26.666666666666668,8.0,9.77777777777778,7.111111111111111,8.0,16.0,4,1,4,13,9
2014,136,1301,80,1387,83,1,24.88888888888889,53.333333333333336,3.555555555555556,8.0,17.77777777777778,32.888888888888886,8.88888888888889,29.33333333333333,8.88888888888889,10.666666666666666,6.222222222222222,4.444444444444445,17.77777777777778,27.55555555555556,56.888888888888886,8.0,16.0,10.666666666666666,23.11111111111111,8.0,28.444444444444443,14.22222222222222,8.0,6.222222222222222,3.555555555555556,23.11111111111111,3,1,5,12,7
2014,136,1444,53,1393,77,0,17.0,49.0,4.0,18.0,15.0,20.0,8.0,17.0,12.0,13.0,4.0,1.0,16.0,28.0,57.0,7.0,17.0,14.0,17.0,13.0,28.0,16.0,12.0,8.0,6.0,21.0,24,1,3,14,11
2014,136,1113,85,1400,87,0,27.0,56.0,8.0,15.0,23.0,33.0,11.0,21.0,17.0,10.0,2.0,1.0,18.0,31.0,58.0,5.0,12.0,20.0,27.0,10.0,20.0,17.0,9.0,6.0,5.0,24.0,2,1,7,10,3
2014,136,1454,53,1437,73,0,18.0,63.0,6.0,24.0,11.0,15.0,13.0,24.0,13.0,12.0,4.0,2.0,14.0,28.0,62.0,4.0,23.0,13.0,16.0,12.0,34.0,13.0,11.0,8.0,10.0,17.0,20,1,2,15,13
2014,136,1110,35,1458,75,0,11.0,37.0,4.0,15.0,9.0,15.0,4.0,20.0,8.0,17.0,5.0,0.0,16.0,26.0,52.0,10.0,23.0,13.0,14.0,6.0,25.0,13.0,7.0,9.0,1.0,15.0,40,1,2,15,13
2014,137,1451,59,1112,68,0,16.0,53.0,7.0,17.0,20.0,23.0,13.0,19.0,7.0,10.0,8.0,3.0,17.0,26.0,47.0,7.0,14.0,9.0,16.0,7.0,24.0,15.0,12.0,4.0,12.0,20.0,9,1,1,16,15
2014,137,1304,60,1124,74,0,23.0,54.0,4.0,21.0,10.0,16.0,5.0,20.0,7.0,11.0,9.0,7.0,31.0,17.0,42.0,2.0,13.0,38.0,48.0,9.0,28.0,9.0,12.0,7.0,2.0,16.0,14,1,6,11,5
2014,137,1418,66,1166,76,0,25.0,66.0,4.0,16.0,12.0,17.0,13.0,23.0,8.0,4.0,3.0,5.0,18.0,28.0,54.0,9.0,23.0,11.0,21.0,6.0,30.0,18.0,6.0,0.0,3.0,17.0,10,1,3,14,11
2014,137,1329,77,1211,85,0,26.0,65.0,3.0,15.0,22.0,37.0,17.0,23.0,13.0,12.0,10.0,2.0,33.0,25.0,50.0,9.0,18.0,26.0,41.0,7.0,30.0,13.0,15.0,5.0,1.0,28.0,8,1,8,9,1
2014,137,1300,75,1235,93,0,30.0,65.0,5.0,16.0,10.0,12.0,13.0,11.0,12.0,6.0,3.0,5.0,13.0,35.0,55.0,9.0,17.0,14.0,16.0,10.0,24.0,21.0,9.0,5.0,5.0,14.0,18,1,3,14,11
2014,137,1184,69,1242,80,0,22.0,57.0,12.0,31.0,13.0,16.0,8.0,11.0,14.0,7.0,8.0,1.0,21.0,32.0,53.0,0.0,7.0,16.0,24.0,14.0,29.0,17.0,14.0,2.0,7.0,14.0,11,1,2,15,13
2014,137,1243,49,1246,56,0,19.0,53.0,5.0,21.0,6.0,12.0,9.0,19.0,8.0,10.0,7.0,3.0,20.0,19.0,50.0,4.0,15.0,14.0,21.0,13.0,27.0,8.0,15.0,4.0,7.0,11.0,7,1,8,9,1
2014,137,1203,66,1272,71,0,25.0,56.0,2.0,12.0,14.0,24.0,16.0,17.0,8.0,10.0,9.0,2.0,16.0,27.0,55.0,6.0,22.0,11.0,16.0,15.0,21.0,19.0,12.0,8.0,4.0,20.0,5,1,8,9,1
2014,137,1181,71,1273,78,0,22.0,62.0,15.0,37.0,12.0,13.0,16.0,19.0,15.0,12.0,6.0,1.0,22.0,25.0,45.0,5.0,13.0,23.0,28.0,3.0,24.0,16.0,8.0,3.0,0.0,15.0,7,1,14,3,-11
2014,137,1344,77,1314,79,0,28.0,53.0,4.0,16.0,17.0,21.0,9.0,17.0,12.0,10.0,4.0,8.0,14.0,33.0,71.0,4.0,15.0,9.0,13.0,21.0,19.0,15.0,9.0,7.0,4.0,19.0,2,1,6,11,5
2014,137,1433,75,1372,77,1,26.666666666666668,57.77777777777778,7.111111111111111,18.666666666666668,6.222222222222222,9.77777777777778,9.77777777777778,16.0,11.555555555555555,9.77777777777778,9.77777777777778,4.444444444444445,18.666666666666668,24.0,45.333333333333336,5.333333333333333,14.22222222222222,15.11111111111111,20.444444444444443,8.88888888888889,22.22222222222222,14.22222222222222,15.11111111111111,5.333333333333333,1.7777777777777777,14.22222222222222,2,1,12,5,-7
2014,137,1307,53,1390,58,0,19.0,52.0,4.0,21.0,11.0,19.0,9.0,28.0,12.0,10.0,2.0,2.0,18.0,19.0,49.0,8.0,15.0,12.0,17.0,5.0,30.0,10.0,10.0,6.0,5.0,20.0,5,1,10,7,-3
2014,137,1269,67,1397,86,0,28.0,66.0,3.0,11.0,8.0,11.0,14.0,19.0,12.0,13.0,8.0,1.0,21.0,30.0,56.0,2.0,14.0,24.0,31.0,10.0,27.0,16.0,12.0,8.0,3.0,13.0,19,1,11,6,-5
2014,137,1409,59,1417,76,0,21.0,57.0,7.0,19.0,10.0,14.0,12.0,21.0,14.0,16.0,2.0,2.0,18.0,29.0,63.0,5.0,16.0,13.0,15.0,13.0,23.0,17.0,10.0,11.0,5.0,13.0,17,1,4,13,9
2014,137,1157,59,1438,70,0,21.0,50.0,9.0,19.0,8.0,14.0,5.0,23.0,13.0,8.0,5.0,2.0,19.0,21.0,40.0,8.0,17.0,20.0,25.0,0.0,28.0,16.0,7.0,4.0,5.0,16.0,11,1,1,16,15
2014,137,1142,37,1455,64,0,12.0,58.0,5.0,28.0,8.0,18.0,13.0,21.0,5.0,6.0,7.0,1.0,17.0,23.0,50.0,6.0,19.0,12.0,21.0,11.0,35.0,17.0,12.0,4.0,6.0,17.0,27,1,1,16,15
2014,138,1437,65,1163,77,0,18.0,51.0,11.0,31.0,18.0,24.0,6.0,24.0,10.0,16.0,6.0,2.0,24.0,23.0,52.0,9.0,20.0,22.0,28.0,7.0,29.0,10.0,11.0,11.0,2.0,17.0,12,1,7,2,-5
2014,138,1393,53,1173,55,0,21.0,54.0,0.0,10.0,11.0,14.0,11.0,20.0,4.0,9.0,6.0,7.0,16.0,19.0,46.0,7.0,16.0,10.0,18.0,11.0,24.0,12.0,14.0,7.0,4.0,16.0,2,1,11,3,-8
2014,138,1338,45,1196,61,0,19.0,51.0,4.0,17.0,3.0,6.0,10.0,21.0,14.0,11.0,4.0,2.0,12.0,25.0,58.0,5.0,20.0,6.0,9.0,14.0,24.0,9.0,6.0,10.0,5.0,7.0,16,1,1,9,8
2014,138,1387,51,1257,66,0,21.0,53.0,0.0,15.0,9.0,16.0,9.0,21.0,10.0,18.0,9.0,0.0,19.0,22.0,49.0,6.0,17.0,16.0,24.0,10.0,27.0,14.0,19.0,9.0,5.0,18.0,15,1,4,5,1
2014,138,1400,65,1276,79,0,23.0,62.0,4.0,11.0,15.0,16.0,21.0,20.0,14.0,9.0,3.0,3.0,16.0,24.0,54.0,14.0,28.0,17.0,21.0,11.0,19.0,16.0,4.0,5.0,2.0,12.0,14,1,2,7,5
2014,138,1217,73,1277,80,0,22.0,53.0,6.0,17.0,23.0,30.0,8.0,24.0,8.0,11.0,4.0,3.0,17.0,28.0,57.0,7.0,21.0,17.0,22.0,10.0,24.0,17.0,11.0,9.0,1.0,20.0,7,1,4,12,8
2014,138,1295,44,1361,63,0,15.0,47.0,2.0,11.0,12.0,17.0,7.0,20.0,5.0,6.0,1.0,2.0,17.0,19.0,44.0,7.0,16.0,18.0,24.0,8.0,30.0,8.0,6.0,4.0,2.0,16.0,19,1,4,12,8
2014,138,1332,77,1458,85,0,24.0,49.0,8.0,18.0,21.0,23.0,3.0,23.0,9.0,8.0,5.0,1.0,23.0,29.0,60.0,11.0,28.0,16.0,25.0,14.0,22.0,15.0,8.0,1.0,1.0,17.0,8,1,2,7,5
2014,139,1211,61,1112,84,0,22.0,54.0,6.0,16.0,11.0,13.0,11.0,28.0,13.0,21.0,3.0,5.0,14.0,32.0,65.0,7.0,18.0,13.0,18.0,7.0,21.0,24.0,6.0,15.0,8.0,18.0,23,1,1,8,7
2014,139,1166,55,1124,85,0,22.0,55.0,5.0,24.0,6.0,9.0,8.0,14.0,11.0,8.0,4.0,0.0,19.0,30.0,47.0,11.0,18.0,14.0,21.0,5.0,27.0,19.0,8.0,2.0,3.0,11.0,30,1,6,3,-3
2014,139,1314,83,1235,85,0,33.0,70.0,8.0,20.0,9.0,15.0,12.0,26.0,10.0,12.0,8.0,4.0,21.0,29.0,66.0,12.0,26.0,15.0,21.0,11.0,26.0,16.0,14.0,6.0,1.0,17.0,2,1,3,6,3
2014,139,1455,76,1246,78,0,27.0,49.0,10.0,21.0,12.0,18.0,4.0,19.0,14.0,9.0,6.0,3.0,21.0,27.0,50.0,8.0,18.0,16.0,22.0,10.0,22.0,11.0,11.0,6.0,3.0,15.0,2,1,8,1,-7
2014,139,1242,57,1390,60,0,19.0,58.0,5.0,16.0,14.0,18.0,13.0,22.0,7.0,14.0,9.0,2.0,22.0,21.0,47.0,0.0,9.0,18.0,26.0,8.0,29.0,6.0,16.0,10.0,4.0,15.0,3,1,10,2,-8
2014,139,1273,63,1397,83,0,24.0,53.0,8.0,22.0,7.0,9.0,7.0,12.0,11.0,6.0,3.0,4.0,21.0,27.0,55.0,6.0,22.0,23.0,26.0,18.0,23.0,15.0,7.0,2.0,0.0,14.0,20,1,11,14,3
2014,139,1372,60,1417,77,0,20.0,57.0,7.0,27.0,13.0,16.0,12.0,24.0,11.0,8.0,1.0,1.0,23.0,29.0,53.0,4.0,14.0,15.0,23.0,4.0,26.0,22.0,3.0,3.0,3.0,17.0,17,1,4,12,8
2014,139,1272,60,1438,78,0,24.0,59.0,3.0,13.0,9.0,21.0,8.0,20.0,16.0,6.0,7.0,3.0,14.0,30.0,54.0,5.0,11.0,13.0,16.0,6.0,34.0,13.0,10.0,3.0,6.0,16.0,18,1,1,8,7
2014,143,1361,64,1112,70,0,21.0,54.0,4.0,14.0,18.0,23.0,18.0,19.0,4.0,10.0,2.0,2.0,20.0,23.0,48.0,5.0,12.0,19.0,25.0,10.0,19.0,14.0,7.0,2.0,4.0,16.0,6,1,1,4,3
2014,143,1390,72,1173,82,0,22.0,58.0,5.0,21.0,23.0,33.0,15.0,20.0,10.0,12.0,7.0,5.0,24.0,28.0,58.0,8.0,23.0,18.0,26.0,10.0,25.0,19.0,10.0,8.0,1.0,25.0,10,1,11,10,-1
2014,143,1417,68,1196,79,0,27.0,64.0,3.0,18.0,11.0,15.0,8.0,22.0,12.0,8.0,8.0,4.0,19.0,29.0,58.0,8.0,21.0,13.0,18.0,10.0,30.0,22.0,12.0,4.0,5.0,15.0,11,1,1,4,3
2014,143,1124,52,1458,69,0,18.0,57.0,2.0,15.0,14.0,18.0,11.0,22.0,10.0,6.0,5.0,3.0,16.0,26.0,51.0,6.0,16.0,11.0,20.0,8.0,31.0,18.0,10.0,1.0,6.0,16.0,17,1,2,6,4
2014,144,1235,76,1163,81,0,32.0,69.0,6.0,16.0,6.0,15.0,17.0,19.0,14.0,9.0,4.0,3.0,17.0,26.0,50.0,9.0,19.0,20.0,22.0,5.0,26.0,9.0,9.0,5.0,4.0,15.0,5,1,7,3,-4
2014,144,1257,69,1246,74,0,26.0,53.0,4.0,15.0,13.0,23.0,11.0,18.0,11.0,10.0,6.0,3.0,24.0,24.0,55.0,4.0,14.0,22.0,27.0,15.0,22.0,8.0,12.0,5.0,2.0,19.0,5,1,8,4,-4
2014,144,1397,71,1276,73,0,30.0,57.0,3.0,11.0,8.0,14.0,11.0,17.0,11.0,7.0,7.0,8.0,13.0,27.0,49.0,11.0,20.0,8.0,10.0,6.0,20.0,14.0,13.0,5.0,1.0,13.0,2,1,2,11,9
2014,144,1438,59,1277,61,0,20.0,57.0,6.0,18.0,13.0,17.0,14.0,21.0,10.0,6.0,5.0,4.0,16.0,21.0,47.0,5.0,14.0,14.0,18.0,7.0,25.0,13.0,10.0,5.0,4.0,16.0,2,1,4,1,-3
2014,145,1173,52,1196,62,0,19.0,48.0,8.0,18.0,6.0,8.0,5.0,21.0,11.0,9.0,5.0,5.0,19.0,18.0,48.0,5.0,15.0,21.0,28.0,12.0,25.0,10.0,7.0,5.0,5.0,10.0,10,1,1,11,10
2014,145,1112,63,1458,64,1,20.444444444444443,52.44444444444444,4.444444444444445,10.666666666666666,10.666666666666666,15.11111111111111,11.555555555555555,23.11111111111111,7.111111111111111,6.222222222222222,1.7777777777777777,4.444444444444445,15.11111111111111,21.33333333333333,54.22222222222222,5.333333333333333,15.11111111111111,8.88888888888889,10.666666666666666,11.555555555555555,22.22222222222222,9.77777777777778,7.111111111111111,2.6666666666666665,0.0,13.333333333333334,1,1,2,1,-1
2014,146,1277,54,1163,60,0,18.0,46.0,11.0,29.0,7.0,8.0,6.0,26.0,13.0,16.0,5.0,3.0,16.0,17.0,49.0,5.0,22.0,21.0,22.0,7.0,23.0,8.0,8.0,7.0,3.0,12.0,6,1,7,4,-3
2014,146,1276,72,1246,75,0,27.0,57.0,7.0,18.0,11.0,14.0,14.0,10.0,11.0,7.0,4.0,1.0,14.0,31.0,58.0,7.0,11.0,6.0,11.0,17.0,18.0,8.0,11.0,2.0,6.0,14.0,3,1,8,2,-6
2014,152,1196,53,1163,63,0,19.0,49.0,1.0,10.0,14.0,20.0,12.0,15.0,3.0,11.0,3.0,1.0,14.0,24.0,43.0,5.0,12.0,10.0,13.0,5.0,23.0,12.0,13.0,6.0,4.0,16.0,10,1,7,1,-6
2014,152,1458,73,1246,74,0,23.0,50.0,8.0,20.0,19.0,20.0,6.0,21.0,11.0,8.0,4.0,3.0,18.0,29.0,58.0,2.0,5.0,14.0,21.0,11.0,21.0,9.0,4.0,4.0,1.0,17.0,1,1,8,2,-6
2014,154,1246,54,1163,60,0,18.0,46.0,5.0,16.0,13.0,24.0,10.0,23.0,11.0,13.0,6.0,5.0,10.0,22.0,53.0,6.0,19.0,10.0,10.0,8.0,26.0,8.0,10.0,9.0,4.0,17.0,6,1,7,8,1
2015,134,1264,64,1214,74,0,23.0,62.0,6.0,25.0,12.0,21.0,12.0,29.0,15.0,17.0,5.0,3.0,25.0,26.0,53.0,3.0,7.0,19.0,34.0,6.0,31.0,20.0,14.0,6.0,3.0,19.0,10,1,16,16,0
2015,134,1140,90,1279,94,0,28.0,58.0,15.0,29.0,19.0,27.0,6.0,33.0,22.0,15.0,0.0,2.0,23.0,36.0,80.0,7.0,23.0,15.0,23.0,16.0,27.0,24.0,7.0,7.0,6.0,21.0,4,1,11,11,0
2015,135,1129,55,1173,56,0,22.0,55.0,6.0,20.0,5.0,10.0,12.0,21.0,10.0,9.0,5.0,1.0,18.0,20.0,42.0,7.0,21.0,9.0,14.0,3.0,22.0,13.0,11.0,4.0,1.0,14.0,1,1,11,11,0
2015,135,1316,77,1352,81,0,25.0,52.0,9.0,22.0,18.0,26.0,13.0,29.0,15.0,19.0,1.0,4.0,23.0,28.0,62.0,4.0,16.0,21.0,33.0,11.0,20.0,11.0,5.0,12.0,2.0,21.0,4,1,16,16,0
2015,136,1411,72,1112,93,0,24.0,51.0,5.0,12.0,19.0,30.0,8.0,11.0,5.0,9.0,5.0,3.0,19.0,32.0,53.0,5.0,11.0,24.0,27.0,12.0,23.0,13.0,12.0,8.0,3.0,23.0,21,1,2,15,13
2015,136,1459,53,1116,56,0,18.0,57.0,7.0,24.0,10.0,16.0,14.0,23.0,7.0,8.0,5.0,1.0,15.0,22.0,48.0,3.0,8.0,9.0,16.0,8.0,27.0,13.0,10.0,4.0,3.0,16.0,3,1,5,12,7
2015,136,1400,48,1139,56,0,17.0,50.0,6.0,19.0,8.0,12.0,12.0,29.0,7.0,15.0,4.0,5.0,22.0,16.0,48.0,4.0,13.0,20.0,28.0,5.0,23.0,11.0,5.0,5.0,4.0,13.0,8,1,6,11,5
2015,136,1345,65,1153,66,1,23.11111111111111,64.0,3.555555555555556,23.11111111111111,8.0,13.333333333333334,18.666666666666668,26.666666666666668,11.555555555555555,10.666666666666666,4.444444444444445,0.8888888888888888,16.0,22.22222222222222,54.22222222222222,3.555555555555556,8.88888888888889,10.666666666666666,18.666666666666668,9.77777777777778,24.0,8.0,8.0,7.111111111111111,4.444444444444445,14.22222222222222,1,1,8,9,1
2015,136,1186,74,1207,84,0,26.0,64.0,9.0,28.0,13.0,15.0,10.0,18.0,6.0,9.0,3.0,2.0,21.0,25.0,48.0,11.0,23.0,23.0,32.0,10.0,26.0,10.0,14.0,5.0,3.0,18.0,10,1,4,13,9
2015,136,1124,56,1209,57,0,19.0,43.0,7.0,19.0,11.0,13.0,12.0,28.0,14.0,21.0,2.0,1.0,13.0,22.0,54.0,5.0,16.0,8.0,13.0,9.0,13.0,12.0,6.0,13.0,2.0,13.0,1,1,14,3,-11
2015,136,1214,56,1246,79,0,17.0,59.0,4.0,16.0,18.0,23.0,6.0,25.0,2.0,11.0,9.0,3.0,22.0,28.0,61.0,3.0,10.0,20.0,28.0,13.0,38.0,15.0,13.0,7.0,5.0,18.0,23,1,1,16,15
2015,136,1261,65,1301,66,0,24.0,60.0,5.0,15.0,12.0,22.0,13.0,28.0,14.0,8.0,5.0,6.0,10.0,28.0,66.0,5.0,24.0,5.0,7.0,11.0,28.0,11.0,11.0,2.0,2.0,15.0,1,1,8,9,1
2015,136,1217,65,1314,67,0,21.0,55.0,5.0,13.0,18.0,20.0,12.0,14.0,9.0,7.0,9.0,2.0,16.0,27.0,49.0,5.0,7.0,8.0,13.0,12.0,23.0,14.0,17.0,2.0,2.0,18.0,2,1,4,13,9
2015,136,1318,65,1323,69,0,27.0,55.0,3.0,11.0,8.0,10.0,13.0,20.0,15.0,16.0,2.0,0.0,12.0,27.0,47.0,2.0,6.0,13.0,18.0,2.0,15.0,19.0,7.0,9.0,4.0,13.0,4,1,3,14,11
2015,136,1433,72,1326,75,1,21.33333333333333,56.0,8.88888888888889,23.11111111111111,12.444444444444445,16.88888888888889,11.555555555555555,21.33333333333333,12.444444444444445,9.77777777777778,3.555555555555556,1.7777777777777777,15.11111111111111,24.88888888888889,50.66666666666666,5.333333333333333,13.333333333333334,11.555555555555555,19.55555555555556,7.111111111111111,21.33333333333333,14.22222222222222,9.77777777777778,4.444444444444445,6.222222222222222,15.11111111111111,3,1,10,7,-3
2015,136,1235,59,1412,60,0,24.0,65.0,6.0,23.0,5.0,7.0,9.0,28.0,12.0,11.0,9.0,9.0,15.0,24.0,69.0,3.0,18.0,9.0,11.0,19.0,33.0,9.0,13.0,7.0,5.0,10.0,1,1,14,3,-11
2015,136,1374,59,1417,60,0,20.0,55.0,7.0,16.0,12.0,20.0,10.0,23.0,12.0,9.0,11.0,4.0,14.0,20.0,47.0,10.0,20.0,10.0,14.0,7.0,27.0,10.0,18.0,4.0,5.0,17.0,1,1,11,6,-5
2015,136,1372,50,1428,57,0,17.0,51.0,5.0,26.0,11.0,13.0,11.0,18.0,9.0,12.0,7.0,1.0,18.0,18.0,38.0,5.0,13.0,16.0,21.0,4.0,22.0,11.0,17.0,7.0,7.0,12.0,7,1,5,12,7
2015,136,1248,52,1437,93,0,21.0,55.0,4.0,18.0,6.0,7.0,10.0,15.0,15.0,15.0,2.0,1.0,11.0,36.0,57.0,11.0,22.0,10.0,15.0,8.0,25.0,22.0,8.0,8.0,6.0,10.0,41,1,1,16,15
2015,136,1279,57,1462,76,0,24.0,73.0,6.0,27.0,3.0,5.0,16.0,22.0,16.0,8.0,7.0,4.0,21.0,26.0,56.0,10.0,23.0,14.0,21.0,8.0,30.0,17.0,10.0,6.0,4.0,14.0,19,1,6,11,5
2015,137,1344,53,1173,66,0,20.0,59.0,10.0,26.0,3.0,7.0,13.0,26.0,9.0,16.0,4.0,1.0,21.0,18.0,42.0,8.0,23.0,22.0,30.0,3.0,29.0,9.0,12.0,8.0,4.0,14.0,13,1,11,6,-5
2015,137,1352,56,1181,85,0,24.0,66.0,6.0,19.0,2.0,4.0,12.0,16.0,13.0,8.0,6.0,1.0,17.0,34.0,54.0,10.0,21.0,7.0,14.0,9.0,31.0,28.0,11.0,7.0,3.0,8.0,29,1,1,16,15
2015,137,1295,76,1211,86,0,29.0,54.0,10.0,21.0,8.0,12.0,3.0,21.0,5.0,13.0,3.0,3.0,22.0,30.0,58.0,7.0,22.0,19.0,28.0,11.0,24.0,16.0,9.0,5.0,3.0,13.0,10,1,2,15,13
2015,137,1172,52,1234,83,0,21.0,63.0,6.0,28.0,4.0,10.0,10.0,20.0,13.0,6.0,1.0,4.0,15.0,35.0,69.0,6.0,16.0,7.0,10.0,14.0,32.0,12.0,5.0,3.0,5.0,11.0,31,1,7,10,3
2015,137,1308,56,1242,75,0,20.0,56.0,5.0,15.0,11.0,16.0,14.0,15.0,8.0,11.0,10.0,3.0,15.0,27.0,50.0,9.0,13.0,12.0,15.0,10.0,26.0,16.0,14.0,7.0,3.0,17.0,19,1,2,15,13
2015,137,1414,55,1257,57,0,24.0,52.0,5.0,14.0,2.0,2.0,9.0,20.0,10.0,14.0,5.0,2.0,10.0,23.0,55.0,5.0,15.0,6.0,6.0,9.0,16.0,9.0,9.0,4.0,2.0,11.0,2,1,4,13,9
2015,137,1434,62,1268,65,0,20.0,56.0,12.0,27.0,10.0,18.0,11.0,20.0,12.0,9.0,5.0,1.0,19.0,19.0,40.0,9.0,21.0,18.0,24.0,4.0,30.0,9.0,11.0,5.0,5.0,19.0,3,1,4,13,9
2015,137,1208,63,1277,70,0,19.0,57.0,4.0,14.0,21.0,26.0,12.0,31.0,8.0,12.0,4.0,2.0,19.0,26.0,57.0,7.0,18.0,11.0,19.0,5.0,30.0,18.0,9.0,8.0,3.0,22.0,7,1,7,10,3
2015,137,1461,54,1320,71,0,21.0,46.0,9.0,22.0,3.0,9.0,4.0,18.0,14.0,12.0,2.0,3.0,17.0,23.0,50.0,9.0,18.0,16.0,18.0,8.0,21.0,10.0,7.0,9.0,1.0,14.0,17,1,5,12,7
2015,137,1107,60,1328,69,0,23.0,61.0,8.0,25.0,6.0,10.0,14.0,20.0,15.0,7.0,6.0,1.0,16.0,25.0,57.0,7.0,24.0,12.0,16.0,14.0,26.0,10.0,9.0,5.0,6.0,14.0,9,1,3,14,11
2015,137,1329,73,1332,79,0,27.0,60.0,10.0,29.0,9.0,13.0,9.0,22.0,11.0,12.0,8.0,0.0,17.0,29.0,53.0,7.0,19.0,14.0,18.0,3.0,25.0,11.0,12.0,9.0,6.0,12.0,6,1,8,9,1
2015,137,1385,64,1361,76,0,27.0,59.0,3.0,17.0,7.0,11.0,7.0,25.0,6.0,10.0,7.0,2.0,21.0,25.0,53.0,9.0,22.0,17.0,30.0,13.0,27.0,12.0,13.0,5.0,3.0,12.0,12,1,8,9,1
2015,137,1125,67,1438,79,0,27.0,57.0,8.0,25.0,5.0,6.0,6.0,23.0,12.0,12.0,4.0,2.0,22.0,26.0,57.0,6.0,17.0,21.0,25.0,11.0,24.0,11.0,7.0,5.0,3.0,10.0,12,1,2,15,13
2015,137,1138,62,1452,68,0,20.0,44.0,6.0,16.0,16.0,25.0,8.0,22.0,12.0,17.0,4.0,3.0,24.0,22.0,49.0,5.0,16.0,19.0,27.0,9.0,22.0,11.0,12.0,7.0,1.0,25.0,6,1,5,12,7
2015,137,1231,76,1455,81,0,24.0,59.0,11.0,22.0,17.0,20.0,12.0,25.0,10.0,13.0,3.0,3.0,26.0,25.0,61.0,2.0,13.0,29.0,34.0,15.0,24.0,9.0,7.0,9.0,6.0,17.0,5,1,7,10,3
2015,137,1157,72,1458,86,0,28.0,58.0,7.0,12.0,9.0,11.0,7.0,18.0,9.0,6.0,8.0,1.0,14.0,33.0,61.0,11.0,27.0,9.0,12.0,12.0,24.0,14.0,9.0,5.0,1.0,11.0,14,1,1,16,15
2015,138,1326,58,1112,73,0,20.0,52.0,5.0,17.0,13.0,15.0,7.0,19.0,9.0,12.0,4.0,3.0,17.0,23.0,63.0,7.0,19.0,20.0,24.0,18.0,25.0,14.0,8.0,9.0,4.0,13.0,15,1,2,10,8
2015,138,1153,51,1246,64,0,20.0,63.0,2.0,14.0,9.0,14.0,21.0,24.0,5.0,14.0,4.0,6.0,22.0,20.0,54.0,4.0,15.0,20.0,28.0,12.0,26.0,10.0,7.0,7.0,9.0,15.0,13,1,1,8,7
2015,138,1437,68,1301,71,0,19.0,61.0,9.0,28.0,21.0,23.0,12.0,20.0,7.0,5.0,5.0,3.0,22.0,24.0,53.0,3.0,11.0,20.0,27.0,13.0,32.0,11.0,10.0,2.0,4.0,21.0,3,1,8,1,-7
2015,138,1116,78,1314,87,0,24.0,65.0,8.0,25.0,22.0,27.0,20.0,19.0,17.0,21.0,9.0,3.0,23.0,27.0,60.0,4.0,10.0,29.0,37.0,17.0,25.0,14.0,16.0,13.0,3.0,25.0,9,1,4,5,1
2015,138,1139,64,1323,67,1,18.666666666666668,56.0,3.555555555555556,11.555555555555555,16.0,18.666666666666668,11.555555555555555,20.444444444444443,7.111111111111111,6.222222222222222,7.111111111111111,4.444444444444445,13.333333333333334,19.55555555555556,45.333333333333336,5.333333333333333,17.77777777777778,15.11111111111111,19.55555555555556,8.0,27.55555555555556,8.0,11.555555555555555,3.555555555555556,7.111111111111111,14.22222222222222,3,1,3,6,3
2015,138,1412,75,1417,92,0,29.0,66.0,12.0,26.0,5.0,10.0,12.0,14.0,17.0,8.0,5.0,3.0,21.0,35.0,58.0,5.0,9.0,17.0,25.0,15.0,26.0,17.0,13.0,4.0,4.0,16.0,17,1,11,14,3
2015,138,1207,64,1428,75,0,24.0,55.0,9.0,25.0,7.0,9.0,10.0,17.0,9.0,9.0,6.0,1.0,24.0,22.0,38.0,8.0,14.0,23.0,32.0,4.0,21.0,12.0,9.0,3.0,3.0,14.0,11,1,5,4,-1
